Index,Order number,Tracking number,Product name,Quantity,Price,Date of order,Date of dispatch,Date delivered,Order status,Address
723,465-9509018-3388988,AMZN424591268548,wallflower,2,35.08,2024-11-25,2024-11-26,2024-11-27,Shipped,"Sridhar K S, #948,  MG Road, City Sub-urban, Hyderabad, KA, 444646"
724,905-8483441-2122607,A186386092207,diurex,4,7.22,2024-11-25,2024-11-26,2024-12-02,Shipped,"Pallabi P, #832,  MG Road, City Urban, NamakKal, KA, 278638"
725,479-6161541-5370477,A423091589986,buffalo david bitton,2,59.4,2024-11-25,2024-11-26,2024-12-01,Delivered,"Shantanu D, #316, S M Street, City Sub-urban, Bangalore, OD, 877491"
726,541-4164109-5440367,TBA283090404871,hvest,9,14.26,2024-11-25,2024-11-27,2024-12-05,Out for Delivery,"Sumanata B, #963, Laad Bazaar, City Sub-urban, Bangalore, TN, 578053"
727,628-7013012-2047324,AMZN581603198587,pathson,3,79.99,2024-11-25,2024-11-26,2024-12-05,Delivered,"Pallabi P, #577,  MG Road, City Rural, Bangalore, OD, 843339"
728,341-3662922-5803451,AMZN211057016494,loral paris,5,940.0,2024-11-25,2024-11-26,2024-11-25,Out for Delivery,"Nikhil G, #275, Bajirao Road, City Sub-urban, Hyderabad, KL, 965819"
729,297-7631191-3024789,TBA416220115322,pentek,8,9.81,2024-11-25,2024-11-28,2024-12-02,Cancelled,"Nikhil G, #996,  MG Road, City Rural, Hyderabad, AP, 592733"
730,242-4359446-9473550,AMZN746796570931,mitzone,5,10.99,2024-11-25,2024-11-26,2024-11-29,Pending,"Sumanata B, #143, Bajirao Road, City Sub-urban, NamakKal, OD, 143464"
731,637-8465780-8056881,TBA429116287371,naanle,1,17.98,2024-11-25,2024-11-26,2024-12-04,Delivered,"Nikhil G, #986, S M Street, City Urban, NamakKal, TN, 743291"
732,566-8417692-5850899,TBA538983205866,convenience concepts,1,90.92,2024-11-25,2024-11-27,2024-11-26,Out for Delivery,"George J, #183, Bidyut Marg, City Urban, Thiruvananthapuram, KL, 592413"
733,772-2163376-8462240,TBA320386760072,new balance,9,69.99,2024-11-25,2024-11-26,2024-11-25,Shipped,"Sumanata B, #449,  MG Road, City Urban, Cuttack , TN, 710596"
734,157-8337424-2967900,AMZN712663469128,awlstar,5,298.99,2024-11-25,2024-11-28,2024-12-05,Delivered,"Radhabaran M, #531, S M Street, City Sub-urban, NamakKal, AP, 668804"
735,776-8640523-8066729,TBA524738846129,grohe,6,291.9,2024-11-25,2024-11-28,2024-12-01,Shipped,"Sumanata B, #801, S M Street, City Rural, Thiruvananthapuram, KL, 572435"
736,644-6186048-7893847,A813986566414,amazon essentials,7,14.39,2024-11-25,2024-11-28,2024-11-27,Shipped,"Sridhar K S, #897,  MG Road, City Sub-urban, NamakKal, KL, 840252"
737,204-6128815-4944332,AMZN100422038050,lifestride,2,29.98,2024-11-25,2024-11-26,2024-11-28,Cancelled,"Shantanu D, #226, Bidyut Marg, City Sub-urban, Thiruvananthapuram, OD, 691052"
738,833-7807708-4186125,TBA292618174201,pandaninjia,8,21.99,2024-11-25,2024-11-26,2024-12-05,Cancelled,"Pallabi P, #399, S M Street, City Urban, Cuttack , TN, 404639"
739,660-7574326-4902078,AMZN415923187628,under armour apparel,7,36.34,2024-11-25,2024-11-28,2024-12-03,Delivered,"Shantanu D, #882, S M Street, City Rural, Cuttack , TN, 513543"
740,379-6609349-8623202,TBA344698051781,greenworks,9,112.49,2024-11-25,2024-11-28,2024-11-26,Delivered,"Radhabaran M, #965,  MG Road, City Sub-urban, NamakKal, OD, 710624"
741,439-1678047-8852714,A801239599531,tuemos,3,18.97,2024-11-25,2024-11-26,2024-12-01,Delivered,"Nikhil G, #722, Bajirao Road, City Urban, Cuttack , TN, 794651"
742,440-3790841-7955172,AMZN660765913236,frye,3,229.33,2024-11-25,2024-11-27,2024-12-05,Delivered,"Anshul A, #409, Bidyut Marg, City Urban, NamakKal, OD, 631787"
743,749-7137306-8735637,A615506202618,freya womens intimate apparel,1,36.0,2024-11-25,2024-11-28,2024-11-25,Cancelled,"Anshul A, #856,  MG Road, City Rural, NamakKal, AP, 740999"
744,700-7340923-2808598,A199879094604,kirby,8,202.52,2024-11-25,2024-11-25,2024-11-25,Cancelled,"Sumanata B, #11, Bidyut Marg, City Rural, Cuttack , KL, 551777"
745,678-1823408-3241213,AMZN507163164646,keen,1,129.95,2024-11-25,2024-11-27,2024-11-28,Shipped,"Sridhar K S, #699, Laad Bazaar, City Urban, Hyderabad, KL, 512283"
746,634-2524897-3357111,A556965088733,bood,1,49.99,2024-11-25,2024-11-28,2024-11-30,Out for Delivery,"Sumanata B, #664,  MG Road, City Rural, Cuttack , OD, 656641"
747,105-2902673-7444655,A441310245085,aibob,8,37.99,2024-11-25,2024-11-25,2024-11-26,Delivered,"Nikhil G, #19, Laad Bazaar, City Rural, Hyderabad, AP, 234301"
748,611-6045067-7192477,AMZN154544954107,sqwincher,3,130.95,2024-11-25,2024-11-27,2024-12-05,Cancelled,"Radhabaran M, #761, Bajirao Road, City Sub-urban, Cuttack , KA, 758644"
749,866-3344593-5014588,TBA788558411268,ruvanti,4,27.34,2024-11-25,2024-11-25,2024-11-28,Shipped,"Sumanata B, #55, Bajirao Road, City Urban, Bangalore, KL, 297016"
750,148-2831823-1802415,A649632877049,classroom,5,10.08,2024-11-25,2024-11-27,2024-11-28,Shipped,"Pallabi P, #604, Bidyut Marg, City Urban, Cuttack , KL, 893139"
751,928-8483633-7656253,TBA774711643897,crysully,1,65.99,2024-11-25,2024-11-25,2024-12-05,Delivered,"Pallabi P, #640,  MG Road, City Sub-urban, NamakKal, KL, 928512"
752,691-2289797-8090634,A583627896779,amazon basics,1,19.99,2024-11-25,2024-11-28,2024-11-29,Cancelled,"Pallabi P, #464, Laad Bazaar, City Rural, Hyderabad, KL, 933713"
753,127-3285556-3309623,A220991829417,rufflebutts,10,19.99,2024-11-25,2024-11-26,2024-12-04,Delivered,"Shantanu D, #892, Bidyut Marg, City Rural, Cuttack , KA, 640944"
754,638-9919060-7933313,TBA709792893880,fauevav,7,12.99,2024-11-25,2024-11-25,2024-12-03,Delivered,"Sumanata B, #183, Bidyut Marg, City Rural, Bangalore, OD, 905694"
755,804-9924360-2352687,TBA897055446692,hemway,8,9.95,2024-11-25,2024-11-26,2024-11-29,Pending,"Shantanu D, #129, Bajirao Road, City Sub-urban, Thiruvananthapuram, OD, 165395"
756,308-7203454-9819503,A887093238237,hannah linen,5,15.19,2024-11-25,2024-11-26,2024-12-03,Out for Delivery,"Pallabi P, #933, S M Street, City Sub-urban, Hyderabad, OD, 844687"
757,196-5221303-1234881,A873792342237,renwena,1,25.99,2024-11-25,2024-11-26,2024-11-30,Delivered,"Anshul A, #92, S M Street, City Rural, Thiruvananthapuram, AP, 606399"
758,322-1739860-4007249,AMZN240927504933,zevnico,10,15.99,2024-11-25,2024-11-27,2024-11-28,Delivered,"Radhabaran M, #636, S M Street, City Urban, Hyderabad, AP, 454269"
759,772-4342070-8014161,AMZN428539780946,remo,1,42.5,2024-11-25,2024-11-27,2024-12-04,Delivered,"Radhabaran M, #639, Bajirao Road, City Rural, Bangalore, TN, 258140"
760,618-5421063-7817650,AMZN212050516065,debelle,4,298.0,2024-11-25,2024-11-27,2024-12-03,Pending,"Sridhar K S, #152,  MG Road, City Rural, Bangalore, KL, 524138"
761,674-6990806-2628890,AMZN206841300977,microsoft,10,149.99,2024-11-25,2024-11-25,2024-12-02,Delivered,"Radhabaran M, #573, Bidyut Marg, City Rural, Hyderabad, KL, 921509"
762,116-3611014-9773044,TBA923329555449,hive alive,5,197.99,2024-11-25,2024-11-28,2024-11-29,Pending,"Pallabi P, #592, S M Street, City Urban, Thiruvananthapuram, OD, 700202"
763,160-4882234-1429176,TBA937981604638,paercute,9,12.99,2024-11-25,2024-11-28,2024-12-03,Out for Delivery,"Shantanu D, #661,  MG Road, City Rural, Thiruvananthapuram, TN, 882012"
764,399-2740877-9473550,AMZN553236079510,barcaloo,9,27.99,2024-11-25,2024-11-28,2024-11-30,Pending,"Sahana, #11, Bajirao Road, City Sub-urban, Cuttack , OD, 519673"
765,414-3644000-4916737,A843529222945,luxuriate,7,545.0,2024-11-25,2024-11-27,2024-11-28,Out for Delivery,"Radhabaran M, #449, Bidyut Marg, City Sub-urban, NamakKal, AP, 462734"
766,274-7910191-9033881,A319441686682,anngrowy,4,7.99,2024-11-25,2024-11-26,2024-12-05,Out for Delivery,"Sahana, #363, Laad Bazaar, City Urban, Thiruvananthapuram, KL, 224986"
767,956-5292408-3224476,AMZN647989385943,ottomanson,6,39.87,2024-11-25,2024-11-26,2024-11-30,Delivered,"Sumanata B, #239, S M Street, City Sub-urban, Cuttack , TN, 830666"
768,858-9152234-4519780,TBA719354320070,wolverine,9,176.95,2024-11-25,2024-11-28,2024-11-27,Out for Delivery,"Anshul A, #977, S M Street, City Rural, Bangalore, KA, 628143"
769,920-9575364-1834890,A206019464293,niutrip,8,14.48,2024-11-25,2024-11-27,2024-11-27,Delivered,"Radhabaran M, #770, Bidyut Marg, City Sub-urban, NamakKal, OD, 201654"
770,955-4034652-4367346,AMZN201160283301,melissa doug,9,18.99,2024-11-25,2024-11-28,2024-12-05,Pending,"Anshul A, #797, Bidyut Marg, City Urban, Thiruvananthapuram, KA, 767252"
771,186-5604484-1468847,AMZN605941890154,sperry,1,64.99,2024-11-25,2024-11-25,2024-11-25,Out for Delivery,"Anshul A, #573, Bajirao Road, City Rural, Thiruvananthapuram, AP, 626713"
772,358-7634303-2679861,TBA728480733444,yapaspt,1,99.99,2024-11-25,2024-11-27,2024-12-04,Delivered,"Sumanata B, #305,  MG Road, City Urban, Hyderabad, KL, 120388"
773,726-6763294-2861361,TBA841065681768,amana tool,6,23.49,2024-11-25,2024-11-25,2024-12-04,Shipped,"Pallabi P, #384, Bidyut Marg, City Sub-urban, Cuttack , KL, 553131"
774,439-5646262-6329916,A131768328278,bump patrol,2,9.57,2024-11-25,2024-11-28,2024-11-30,Shipped,"Nikhil G, #938, S M Street, City Urban, Thiruvananthapuram, AP, 165548"
775,543-1664169-2680072,A123943165982,hunky dory,4,99.0,2024-11-25,2024-11-26,2024-12-04,Cancelled,"Radhabaran M, #460, Bajirao Road, City Urban, NamakKal, OD, 484000"
776,896-8683443-7285458,AMZN640184000080,naacoo,4,15.99,2024-11-25,2024-11-25,2024-12-01,Shipped,"Nikhil G, #634,  MG Road, City Sub-urban, NamakKal, AP, 998479"
777,232-2432662-9283373,A734207365374,rely smart global supplies,1,11.99,2024-11-25,2024-11-25,2024-11-27,Shipped,"Nikhil G, #813, S M Street, City Rural, Thiruvananthapuram, KA, 583450"
778,891-6946494-6796137,A206058669088,alleson athletic,2,17.57,2024-11-25,2024-11-27,2024-11-30,Pending,"Nikhil G, #379, Bajirao Road, City Sub-urban, Bangalore, AP, 369298"
779,715-6760168-2409124,AMZN493681326493,streetwise security,5,19.6,2024-11-25,2024-11-27,2024-12-04,Pending,"Shantanu D, #142, Bidyut Marg, City Rural, Thiruvananthapuram, TN, 162712"
780,188-3967889-4681081,AMZN180819033363,xgunion,1,9.98,2024-11-25,2024-11-25,2024-12-03,Out for Delivery,"Pallabi P, #743, Bajirao Road, City Urban, Bangalore, OD, 725438"
781,857-8615331-5934665,A754859092556,prelerdiy,4,17.88,2024-11-25,2024-11-25,2024-11-29,Pending,"Radhabaran M, #935, S M Street, City Rural, NamakKal, AP, 944044"
782,414-4142852-5424653,A596867646156,limicar,9,27.99,2024-11-25,2024-11-25,2024-12-02,Out for Delivery,"Shantanu D, #58,  MG Road, City Sub-urban, Thiruvananthapuram, KA, 186243"
783,965-4998923-5963011,A353149355362,fox racing,9,139.95,2024-11-25,2024-11-27,2024-11-28,Out for Delivery,"Sridhar K S, #384, Bajirao Road, City Sub-urban, Thiruvananthapuram, TN, 155489"
784,273-4582562-5444310,A934674934485,ticonn,9,15.99,2024-11-25,2024-11-25,2024-12-04,Cancelled,"George J, #425, Bidyut Marg, City Urban, Bangalore, AP, 469954"
785,415-7430554-2138080,A641271506447,pur,3,24.3,2024-11-25,2024-11-27,2024-12-01,Delivered,"George J, #336, S M Street, City Urban, Bangalore, OD, 788523"
786,455-3793633-9045603,AMZN725956518527,suommo,4,9.79,2024-11-25,2024-11-25,2024-11-29,Delivered,"George J, #422,  MG Road, City Urban, NamakKal, KL, 396908"
787,456-8261696-4582523,AMZN499024401430,apremium,6,29.99,2024-11-25,2024-11-25,2024-11-25,Pending,"Pallabi P, #305, Bajirao Road, City Sub-urban, Bangalore, AP, 875512"
788,235-5694203-8919626,TBA565778792172,cluci,10,99.99,2024-11-25,2024-11-27,2024-11-28,Cancelled,"Sridhar K S, #761, Laad Bazaar, City Sub-urban, Thiruvananthapuram, OD, 732041"
789,535-2175883-3077292,TBA335206306502,pawcomon,4,17.99,2024-11-25,2024-11-27,2024-11-29,Cancelled,"Pallabi P, #951, Bidyut Marg, City Urban, Thiruvananthapuram, AP, 832516"
790,639-4261328-5066603,AMZN628975792824,magpul,2,104.0,2024-11-25,2024-11-28,2024-11-30,Out for Delivery,"Radhabaran M, #955, Laad Bazaar, City Rural, Thiruvananthapuram, KA, 284606"
791,147-8219304-3195164,AMZN796319402664,zve,4,29.99,2024-11-25,2024-11-28,2024-12-02,Pending,"Sridhar K S, #223,  MG Road, City Rural, Bangalore, AP, 419305"
792,298-1118258-5713314,A389311485007,brostrend,7,33.99,2024-11-25,2024-11-28,2024-11-30,Cancelled,"Shantanu D, #333, Bajirao Road, City Rural, Hyderabad, KA, 694385"
793,682-4518954-7163231,A829348440002,twinkle star,9,23.99,2024-11-25,2024-11-25,2024-11-28,Shipped,"Anshul A, #609, Bajirao Road, City Sub-urban, NamakKal, KA, 181070"
794,527-3988505-7868720,AMZN260667494958,tintartoptics,3,32.98,2024-11-25,2024-11-27,2024-11-27,Delivered,"Radhabaran M, #894, Bajirao Road, City Sub-urban, Thiruvananthapuram, AP, 499528"
795,686-6733298-4259021,A218979128375,cxk,3,25.99,2024-11-25,2024-11-28,2024-11-25,Delivered,"Sahana, #969,  MG Road, City Urban, NamakKal, AP, 523293"
796,545-7965482-5165483,A693041108590,allosun,1,32.99,2024-11-25,2024-11-26,2024-12-01,Pending,"Anshul A, #775,  MG Road, City Urban, Hyderabad, KA, 238087"
797,138-7487033-8075938,AMZN422030553908,physicians formula,2,11.99,2024-11-25,2024-11-27,2024-11-27,Out for Delivery,"Anshul A, #898, S M Street, City Rural, Bangalore, AP, 179602"
798,292-1240033-8658664,AMZN988481840731,fanmats,2,17.99,2024-11-25,2024-11-28,2024-12-03,Out for Delivery,"Sahana, #271, S M Street, City Sub-urban, NamakKal, KL, 984339"
799,123-7946052-8053085,AMZN806375997838,homelegance,8,502.85,2024-11-25,2024-11-26,2024-11-29,Shipped,"Anshul A, #698,  MG Road, City Rural, Cuttack , TN, 759139"
800,279-8486462-2789363,A248658648941,waternymph,8,14.99,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"George J, #456, Laad Bazaar, City Sub-urban, NamakKal, KA, 842449"
801,113-5006122-6690241,TBA984715667497,durasafe cases,9,19.99,2024-11-25,2024-11-28,2024-11-29,Shipped,"Pallabi P, #834, Laad Bazaar, City Urban, Cuttack , TN, 308010"
802,717-3705813-9702525,TBA643729938361,seek optics,3,28.99,2024-11-25,2024-11-28,2024-12-05,Delivered,"Sumanata B, #451, S M Street, City Sub-urban, Thiruvananthapuram, OD, 429747"
803,774-1270415-6525642,TBA293426153718,concret,1,,2024-11-25,2024-11-28,2024-12-02,Out for Delivery,"George J, #944, Bidyut Marg, City Sub-urban, Cuttack , TN, 656058"
804,426-6399114-1564947,AMZN196368449378,vp home,6,24.99,2024-11-25,2024-11-25,2024-12-01,Out for Delivery,"Anshul A, #10, Bajirao Road, City Sub-urban, NamakKal, TN, 278478"
805,126-9100372-4626845,A230184312889,mumi,2,24.99,2024-11-25,2024-11-25,2024-12-02,Pending,"Pallabi P, #762, Laad Bazaar, City Rural, Thiruvananthapuram, TN, 452098"
806,609-6085804-9532236,AMZN517952227529,glo minerals,4,46.44,2024-11-25,2024-11-28,2024-12-01,Delivered,"Sridhar K S, #904, Laad Bazaar, City Sub-urban, Cuttack , KA, 473760"
807,317-9303911-1097239,A291095712694,m,5,120.0,2024-11-25,2024-11-27,2024-11-30,Out for Delivery,"Radhabaran M, #605, S M Street, City Rural, Cuttack , OD, 476409"
808,826-5796971-9693881,A523806526010,mechanix wear,2,19.19,2024-11-25,2024-11-27,2024-12-01,Delivered,"George J, #326, Bajirao Road, City Sub-urban, Cuttack , KL, 583885"
809,446-2710840-6526814,AMZN383734574074,gildan,3,18.89,2024-11-25,2024-11-27,2024-12-01,Pending,"Sumanata B, #619, Bidyut Marg, City Rural, Thiruvananthapuram, OD, 278401"
810,443-4493240-9387935,TBA428048698886,mud kingdom,1,9.99,2024-11-25,2024-11-26,2024-12-02,Pending,"Sridhar K S, #652, Bidyut Marg, City Sub-urban, Bangalore, TN, 300344"
811,448-9381935-5765856,AMZN386110137816,auselily,1,34.99,2024-11-25,2024-11-27,2024-11-26,Delivered,"Nikhil G, #116, Bidyut Marg, City Sub-urban, Bangalore, AP, 260951"
812,935-2283687-6139812,AMZN224083225432,bzlaha,3,9.99,2024-11-25,2024-11-27,2024-12-02,Cancelled,"Shantanu D, #409, Bajirao Road, City Sub-urban, Cuttack , TN, 165455"
813,886-5890487-2246833,AMZN427719502001,hewyios,10,16.99,2024-11-25,2024-11-27,2024-12-02,Pending,"Shantanu D, #422, Laad Bazaar, City Sub-urban, NamakKal, AP, 315076"
814,963-6820961-5212184,AMZN611010983571,lilax,2,14.99,2024-11-25,2024-11-25,2024-12-02,Pending,"Shantanu D, #907, Laad Bazaar, City Rural, Cuttack , TN, 210591"
815,643-7053707-2774072,TBA986140811927,flyprofiber,5,8.79,2024-11-25,2024-11-25,2024-11-28,Out for Delivery,"Shantanu D, #671, Bajirao Road, City Urban, Bangalore, KA, 597255"
816,629-3568396-5206518,AMZN248984508653,italymorn,2,22.99,2024-11-25,2024-11-27,2024-12-04,Cancelled,"Nikhil G, #37, Laad Bazaar, City Rural, NamakKal, OD, 261340"
817,244-6902523-9895482,AMZN653160283714,margal,10,19.99,2024-11-25,2024-11-28,2024-11-30,Out for Delivery,"Shantanu D, #937, Laad Bazaar, City Sub-urban, Hyderabad, KA, 659719"
818,567-2136178-9610535,TBA664369047795,fabbay,8,8.99,2024-11-25,2024-11-27,2024-11-26,Delivered,"Sahana, #981, S M Street, City Sub-urban, Cuttack , KA, 866523"
819,420-8575758-9273381,AMZN781928807212,fringe studio,10,15.53,2024-11-25,2024-11-28,2024-12-04,Delivered,"Sahana, #382, S M Street, City Sub-urban, Bangalore, TN, 996315"
820,904-9636597-7864941,A562502011624,skechers,1,37.0,2024-11-25,2024-11-26,2024-11-25,Delivered,"George J, #337,  MG Road, City Rural, Bangalore, KA, 954512"
821,512-6154301-7146322,TBA176727644908,onateel,4,75.99,2024-11-25,2024-11-26,2024-11-27,Pending,"Nikhil G, #317, Bajirao Road, City Sub-urban, Bangalore, AP, 673393"
822,434-5816501-2925009,TBA373717128832,dbz,1,599.0,2024-11-25,2024-11-25,2024-12-05,Delivered,"Sumanata B, #581,  MG Road, City Rural, Bangalore, OD, 899560"
823,785-9413528-1396126,TBA136924123695,avery,6,27.45,2024-11-25,2024-11-27,2024-11-27,Pending,"Radhabaran M, #674, S M Street, City Urban, Hyderabad, AP, 646569"
824,640-8226130-5277318,A534901969273,gatco,8,10.29,2024-11-25,2024-11-28,2024-11-26,Cancelled,"Sridhar K S, #429, Bajirao Road, City Rural, Bangalore, KL, 771511"
825,474-9644086-3458611,A772761849596,superbpag,1,29.99,2024-11-25,2024-11-26,2024-11-29,Shipped,"George J, #342, S M Street, City Sub-urban, Cuttack , TN, 489144"
826,872-4765257-2878362,A747799831410,the northwest company,8,45.99,2024-11-25,2024-11-27,2024-11-28,Delivered,"Nikhil G, #933, S M Street, City Sub-urban, Cuttack , AP, 287635"
827,774-8514083-5129978,A266954630776,california costumes,5,12.99,2024-11-25,2024-11-27,2024-11-27,Cancelled,"George J, #256,  MG Road, City Rural, NamakKal, KA, 531493"
828,828-6692962-7467862,AMZN402706799691,satthwa,5,298.0,2024-11-25,2024-11-26,2024-12-03,Shipped,"George J, #966,  MG Road, City Sub-urban, Bangalore, KL, 174079"
829,412-8796310-9560157,TBA493672184237,under armour apparel,4,38.7,2024-11-25,2024-11-28,2024-12-05,Shipped,"Radhabaran M, #123,  MG Road, City Urban, NamakKal, TN, 426994"
830,377-2404179-1460645,A283990877520,hyperlite,6,95.0,2024-11-25,2024-11-27,2024-11-30,Out for Delivery,"George J, #329, Bidyut Marg, City Rural, NamakKal, OD, 962685"
831,225-6948840-9619098,AMZN553659650313,toland home garden,10,7.48,2024-11-25,2024-11-25,2024-12-03,Out for Delivery,"Sumanata B, #966, S M Street, City Rural, Thiruvananthapuram, OD, 549608"
832,464-3341247-2583207,TBA410434027363,roommates,3,15.19,2024-11-25,2024-11-27,2024-12-03,Pending,"Radhabaran M, #662, Bidyut Marg, City Sub-urban, Cuttack , OD, 175454"
833,528-1716594-1008684,AMZN762475677105,dymo,7,13.36,2024-11-25,2024-11-27,2024-12-04,Cancelled,"Anshul A, #673, Bidyut Marg, City Sub-urban, Cuttack , KA, 103034"
834,718-9437437-4701212,TBA247890150234,stq,4,29.99,2024-11-25,2024-11-27,2024-12-04,Delivered,"Sridhar K S, #355, Bidyut Marg, City Sub-urban, NamakKal, KL, 558127"
835,445-5993989-7238432,A755058329425,bcool,7,25.8,2024-11-25,2024-11-25,2024-11-27,Shipped,"Sridhar K S, #15, S M Street, City Urban, NamakKal, AP, 216392"
836,159-2967653-9511191,AMZN497166139118,pit,4,199.99,2024-11-25,2024-11-26,2024-12-01,Shipped,"Radhabaran M, #444, Bidyut Marg, City Sub-urban, NamakKal, TN, 299109"
837,788-6665732-2833326,AMZN269557275074,parag fragrances,6,399.0,2024-11-25,2024-11-25,2024-12-01,Pending,"Shantanu D, #137,  MG Road, City Sub-urban, Thiruvananthapuram, AP, 929189"
838,100-3536350-7731930,A672116092718,the step,1,46.84,2024-11-25,2024-11-28,2024-12-05,Delivered,"Pallabi P, #413, Laad Bazaar, City Rural, Cuttack , KA, 929736"
839,189-9576591-7388992,AMZN975992379657,gardena,8,27.9,2024-11-25,2024-11-25,2024-11-25,Shipped,"Radhabaran M, #921, Bidyut Marg, City Urban, Hyderabad, OD, 626726"
840,985-3879488-2239128,A149829470164,zephyr,6,22.17,2024-11-25,2024-11-27,2024-12-03,Out for Delivery,"Anshul A, #101,  MG Road, City Rural, NamakKal, KA, 306714"
841,657-5540957-2243556,A295474030318,epson,7,89.99,2024-11-25,2024-11-28,2024-12-02,Out for Delivery,"Sumanata B, #906, Bajirao Road, City Rural, Hyderabad, KA, 787530"
842,759-5994181-2464964,A914701589264,crux interfacing,2,104.78,2024-11-25,2024-11-28,2024-11-30,Out for Delivery,"Sahana, #998, Bidyut Marg, City Rural, Thiruvananthapuram, KL, 312979"
843,131-3719075-3830983,TBA645692425073,jbl,1,114.95,2024-11-25,2024-11-25,2024-12-03,Pending,"Sumanata B, #91,  MG Road, City Sub-urban, Thiruvananthapuram, KA, 413895"
844,551-3115878-1048629,TBA262567374793,itemever,6,8.99,2024-11-25,2024-11-25,2024-11-27,Delivered,"Anshul A, #507, Bidyut Marg, City Sub-urban, Bangalore, KL, 285782"
845,401-7750626-5064616,A522627877999,nxt nxtrnd,9,16.95,2024-11-25,2024-11-25,2024-11-30,Out for Delivery,"Nikhil G, #297, Laad Bazaar, City Urban, Hyderabad, AP, 380791"
846,454-2272437-7896945,TBA857182452658,jonathan y,3,42.94,2024-11-25,2024-11-25,2024-12-02,Delivered,"Sumanata B, #845, Laad Bazaar, City Rural, Cuttack , KL, 182190"
847,884-2175722-5367917,A481448730027,novsix,3,11.99,2024-11-25,2024-11-25,2024-11-30,Pending,"Sahana, #102, Bajirao Road, City Urban, NamakKal, OD, 917838"
848,774-5507235-8810845,TBA399098939170,level home inc,2,199.0,2024-11-25,2024-11-27,2024-11-27,Cancelled,"Radhabaran M, #997, Bidyut Marg, City Rural, Bangalore, AP, 115380"
849,270-2581151-8527666,A557435742395,ellie,2,45.95,2024-11-25,2024-11-27,2024-12-02,Shipped,"Sumanata B, #971, Laad Bazaar, City Rural, Thiruvananthapuram, KL, 938896"
850,580-3339814-4927264,AMZN842390892941,star wars,8,31.98,2024-11-25,2024-11-28,2024-12-02,Shipped,"Nikhil G, #971, Laad Bazaar, City Sub-urban, Thiruvananthapuram, OD, 729552"
851,130-5457739-8422803,A897187902943,presto,3,59.99,2024-11-25,2024-11-27,2024-11-27,Pending,"Anshul A, #547, Bidyut Marg, City Urban, Bangalore, AP, 890528"
852,233-1672575-3579264,TBA637515493286,sheets laundry club,9,62.99,2024-11-25,2024-11-27,2024-11-26,Out for Delivery,"George J, #716, Bajirao Road, City Urban, NamakKal, KA, 390444"
853,599-3143929-3125053,AMZN260199095633,kerdom,3,129.99,2024-11-25,2024-11-26,2024-11-25,Pending,"Anshul A, #361,  MG Road, City Rural, Hyderabad, KA, 245427"
854,901-9604909-4305994,A703572591874,titoo,8,13.99,2024-11-25,2024-11-25,2024-11-26,Cancelled,"Radhabaran M, #583, Bidyut Marg, City Urban, Bangalore, TN, 919808"
855,303-3647275-6371925,AMZN622241339367,french toast uniforms childrens apparel,10,10.99,2024-11-25,2024-11-27,2024-11-27,Cancelled,"Sumanata B, #113, S M Street, City Urban, Hyderabad, AP, 660721"
856,328-2248170-2167944,TBA584567688914,betooll,1,21.99,2024-11-25,2024-11-26,2024-11-28,Delivered,"Sumanata B, #955, S M Street, City Rural, Bangalore, AP, 857644"
857,550-1095638-7581213,A658125100802,thread spread,7,18.39,2024-11-25,2024-11-27,2024-11-26,Out for Delivery,"Shantanu D, #364, Laad Bazaar, City Rural, Hyderabad, OD, 930007"
858,991-9955590-6538781,AMZN668044443767,spetool,9,49.99,2024-11-25,2024-11-25,2024-11-30,Delivered,"Sridhar K S, #845, Laad Bazaar, City Urban, NamakKal, OD, 728819"
859,851-9647451-9386765,AMZN934249861485,roommates,10,16.14,2024-11-25,2024-11-26,2024-12-05,Shipped,"Sahana, #925, S M Street, City Urban, NamakKal, KL, 917725"
860,999-4919640-7106814,AMZN776910374416,amazon essentials,7,19.0,2024-11-25,2024-11-28,2024-12-02,Out for Delivery,"Pallabi P, #801, Bidyut Marg, City Rural, Bangalore, KA, 489503"
861,307-6634115-1260765,A911960804539,hozy,9,28.79,2024-11-25,2024-11-25,2024-12-02,Shipped,"Nikhil G, #292, Laad Bazaar, City Rural, NamakKal, OD, 102668"
862,578-1645199-7703241,A683717942768,isle surf and sup,1,495.0,2024-11-25,2024-11-27,2024-12-04,Cancelled,"Shantanu D, #920, S M Street, City Urban, NamakKal, KA, 772546"
863,518-2417238-9592824,TBA167912660260,amazon essentials,1,13.2,2024-11-25,2024-11-25,2024-12-03,Shipped,"Shantanu D, #980, Bajirao Road, City Sub-urban, Cuttack , AP, 617948"
864,765-1884600-1299693,A844023533910,ldr industries,2,10.38,2024-11-25,2024-11-27,2024-12-02,Shipped,"Pallabi P, #675, Bajirao Road, City Sub-urban, NamakKal, AP, 229855"
865,962-6922753-7178487,A940108983355,mead,4,9.84,2024-11-25,2024-11-27,2024-11-28,Delivered,"Nikhil G, #104, Bidyut Marg, City Urban, Cuttack , OD, 863950"
866,118-7422010-3777040,A670376045434,vivohome,4,89.99,2024-11-25,2024-11-26,2024-12-04,Pending,"Pallabi P, #327, Laad Bazaar, City Urban, Thiruvananthapuram, KL, 871774"
